stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_timezone,wheelchair_boarding
LSO,"",Les Sables-d'Olonne,"",46.500903,-1.781867,Europe/Paris,1
MSD,"",Milan - San Donato Bus Station,"",45.429300,9.256240,Europe/Rome,1
FRZ,"",Florence - Villa Constanza Bus Station,"",43.755205,11.172215,Europe/Rome,1
ARN,"",Nantes - Airport - Arrivals Zone 1,"",47.157885,-1.600683,Europe/Paris,1
COD,"",Cordoba,"",37.889359,-4.790200,Europe/Madrid,1
AGN,"",Agen - Carpooling Stop,"",44.166755,0.605773,Europe/Paris,1
LYB,"",Lyon - Bellecour,"",45.757397,4.829999,Europe/Paris,1
TVC,"",Tignes - Val Claret,"",45.456962,6.901762,Europe/Paris,1
STA,"",Saint-Avre,"",45.352578,6.303680,Europe/Paris,1
ARO,"",Arlon,Your stop is located on the parking of the Maison de la Culture.,49.679051,5.802875,Europe/Brussels,1
NAM,"",Namur,"",50.466557,4.870933,Europe/Brussels,1
TRR,"",Tarragona - Bus Station,"",41.118240,1.244223,Europe/Madrid,1
ABY,"",Barcelona - Airport Prat T1,"Attention: Departures are at terminal 1, level 0. At the departure point for international buses, platforms 1 to 9.",41.287683,2.072907,Europe/Madrid,1
CAT,"",Castets,"",43.877121,-1.143440,Europe/Paris,1
SLG,"",Sallanches - Bus Station,"",45.935501,6.636279,Europe/Paris,1
AHO,"",Alpe d'Huez - Oz-en-Oisans,"",45.128193,6.071066,Europe/Paris,1
ACD,"",Lisbon - Humberto Delgado Airport,Coach parking,38.768613,-9.128337,Europe/Lisbon,1
VMV,"",Village de Marque Villefontaine,"",45.625441,5.162257,Europe/Paris,1
ACW,"",Madrid - Barajas Airport T4,"Follow the signs to the Bus Terminal, located at the end of the T4 parking lot.",40.495210,-3.594961,Europe/Madrid,1
LGB,"",Le Grand-Bornand,"",45.941625,6.428940,Europe/Paris,1
FLE,"",Filliere,"",45.992600,6.128700,Europe/Paris,1
SCZ,"",Sciez,"",46.331879,6.374747,Europe/Paris,1
THE,"",Thônes,"",45.883062,6.324213,Europe/Paris,1
DVE,"",Douvaine,"",46.306121,6.302465,Europe/Paris,1
LCZ,"",La Clusaz,"",45.905712,6.421598,Europe/Paris,1
RGR,"",Reignier,"",46.137400,6.270100,Europe/Paris,1
RSF,"",La Roche-sur-Foron,"",46.068000,6.303500,Europe/Paris,1
TLB,"",Thonon-les-Bains,Attention new stop,46.369364,6.480503,Europe/Paris,1
STS,"",Saint-jean-de-sixt,"",45.922542,6.410724,Europe/Paris,1
BNV,"",Bonneville,"",46.077700,6.416500,Europe/Paris,1
CRU,"",Cruseilles,"",46.032900,6.106800,Europe/Paris,1
ACZ,"",Genève P+R Etoile,Please note: Go to Parking P1.,46.187400,6.128100,Europe/Zurich,1
ADC,"",Voiron - Champfeuillet,Arrêt bus Champfeuillet Terminus - Niveau Parking P+R.,45.349944,5.567751,Europe/Paris,1
ADB,"",Saint-Egrève,Bus stop San Marino-Barrage Direction Lyon located at the roundabout zone Cap 38 exit N°14 from the A48 - Direction Grenoble stop located at the roundabout on the Isère river side.,45.236881,5.663025,Europe/Paris,1
AUC,"",Auch,"",43.646547,0.596486,Europe/Paris,1
IJO,"",L'Isle-Jourdain,"Please note: In the direction Auch - Toulouse, the stop is opposite the pharmacie des Quatre Chemins. In the direction Toulouse - Auch, the bus stops in front of the Post Office.",43.613734,1.083414,Europe/Paris,1
GIM,"",Gimont,"",43.627414,0.877381,Europe/Paris,1
CLU,"",Cluses - La Maladière,"",46.049300,6.595100,Europe/Paris,1
FOU,"",Fougères,"",48.347869,-1.191339,Europe/Paris,1
MCA,"",Murcia,"",37.986203,-1.139043,Europe/Madrid,1
TAL,"",Talange,"",49.236342,6.168460,Europe/Paris,1
MOR,"",Morsbach,"",49.168060,6.868330,Europe/Paris,1
SAV,"",Saint-Avold,"",49.105240,6.707820,Europe/Paris,1
ROS,"",Rosbruck,"",49.159869,6.852074,Europe/Paris,1
UCK,"",Uckange,"",49.300622,6.162833,Europe/Paris,1
FLG,"",Florange,"",49.328581,6.152648,Europe/Paris,1
HAG,"",Hagondange,"",49.248481,6.170155,Europe/Paris,1
SAR,"",Saarbrücken - Dudweilerstraße Bus Station,"",49.241789,7.000133,Europe/Berlin,1
AMN,"",Amnéville,"",49.242451,6.134831,Europe/Paris,1
HHA,"",Hombourg Haut,"",49.124440,6.773610,Europe/Paris,1
RVD,"",Ile de Ré - Rivedoux,Your bus stop is located in front of L'Oasis Restaurant.,46.162340,-1.258432,Europe/Paris,1
SMR,"",Ile de Ré - Saint-Martin-de-Ré,"",46.199060,-1.359252,Europe/Paris,1
FLT,"",Ile de Ré - La Flotte,"",46.182611,-1.314343,Europe/Paris,1
SGN,"",Sigean,"",43.023762,2.980141,Europe/Paris,1
MLC,"",Montluçon - Bus Station,"",46.337673,2.597277,Europe/Paris,1
GIE,"",Giessen - Liebigstrasse Bus Station,"",50.581229,8.666096,Europe/Berlin,1
BER,"",Berlin - Bus Station,"",52.507446,13.279761,Europe/Berlin,1
BRM,"",Bremen - Bus Station,"Bus platform 8 - at high load Bus platform 6, 7 or 9.",53.084008,8.807204,Europe/Berlin,1
MDB,"",Magdeburg,Platform 7 - another bus platform at high load!,52.131244,11.624232,Europe/Berlin,1
MUZ,"",Munich - Bus Station,"",48.142453,11.550066,Europe/Berlin,1
FFA,"",Frankfurt - Airport Bus Station,"",50.052761,8.577535,Europe/Berlin,1
NUR,"",Nuremberg - Bus Station,Central bus station at Adcom-Center (stops 1-9).,49.447800,11.085988,Europe/Berlin,1
HAM,"",Hamburg - Bus Station,"",53.552107,10.011099,Europe/Berlin,1
CVN,"",Cavaillon,"",43.835557,5.043082,Europe/Paris,1
EIN,"",Eindhoven,"",51.445634,5.480959,Europe/Amsterdam,1
MEN,"",Menton - Bus Station,"",43.777407,7.494048,Europe/Paris,1
LVD,"",Le Lavandou,"",43.138180,6.364215,Europe/Paris,1
ARH,"",Arnhem,"",51.985619,5.899602,Europe/Amsterdam,1
CHM,"",Chaumont,"",48.109991,5.133775,Europe/Paris,1
ADP,"",Saint-Dié-des-Vosges,"",48.282550,6.947546,Europe/Paris,1
VTL,"",Vittel,"",48.202363,5.942549,Europe/Paris,1
STD,"",Saint-Dizier,"",48.642280,4.947813,Europe/Paris,1
EPL,"",Epinal,ATTENTION: New Bus Station stop Quai A,48.177759,6.442057,Europe/Paris,1
ANC,"",Ancona - Z.I. Baraccola Bus Stop,"",43.537170,13.512180,Europe/Rome,1
BGM,"",Bergamo - PIazzale Marconi Bus Station,"",45.691614,9.676209,Europe/Rome,1
LUG,"",Lugano,The stop is located in the Bus parking lot opposite the soccer pitches.,46.023149,8.963815,Europe/Paris,1
ESC,"",Esch-sur-Alzette,"",49.507720,5.992280,Europe/Luxembourg,1
PAM,"",Pont-à-Mousson,"",48.901179,6.051593,Europe/Paris,1
MOD,"",Modena Terminal Gottardi,"",44.630645,10.950415,Europe/Rome,1
BSA,"",Brescia - North Bus Station,"",45.532978,10.215109,Europe/Rome,1
ESS,"",Essen - Bus Station,"",51.450257,7.014914,Europe/Berlin,1
CIB,"",Saint-Jean-de-Luz - Ciboure,"",43.383354,-1.690519,Europe/Paris,1
GPV,"",Genoa - Piazza della Vittoria Bus Stop,"",44.403634,8.945910,Europe/Rome,1
GTG,"",Göttingen - Bus Station,"",51.535361,9.925815,Europe/Berlin,1
LER,"",Leer - Georgstrasse Bus Station,"",53.231110,7.462406,Europe/Berlin,1
STV,"",Sartrouville,"",48.937227,2.159144,Europe/Paris,1
XXA,"",Aachen - Henricistraße,"",50.783577,6.072511,Europe/Berlin,1
BOO,"",Bonn,"",50.712675,7.120416,Europe/Berlin,1
CNL,"",Cologne North - Leverkusen,"",51.032446,6.990105,Europe/Berlin,1
GEV,"",Geneva - Eaux-Vives,"",46.202547,6.155447,Europe/Zurich,1
MBP,"",Metz - Poincaré,"",49.116830,6.168810,Europe/Paris,1
BHB,"",Berlin - Central Train Station,Bus stop at Europaplatz.,52.526699,13.368687,Europe/Berlin,1
MRT,"",Martigny,"",46.104542,7.074804,Europe/Paris,1
SIO,"",Sion,"",46.227832,7.360776,Europe/Paris,1
CHP,"",Champigny-sur-Marne,"",48.812696,2.532481,Europe/Paris,1
PLO,"",Pont des Loyers - Les Contamines,"",45.816667,6.727500,Europe/Paris,1
VSL,"",Versailles,"",48.790505,2.118242,Europe/Paris,1
NAQ,"",Nancy - Quai Sainte-Catherine,"",48.694817,6.190492,Europe/Paris,1
BIS,"",Biarritz - Gare SNCF,"",43.459343,-1.546311,Europe/Paris,1
FEC,"",Fécamp,"",49.759237,0.375193,Europe/Paris,1
PDS,"",Paris - Pont de Sèvres,"",48.829799,2.229981,Europe/Paris,1
BZO,"",Berlin - Zoo,"",52.508520,13.333965,Europe/Berlin,1
CSM,"",Cavalaire-sur-Mer,Accès : Please note that the stop is staggered depending on the direction of arrival of the bus. Please be careful.,43.172300,6.529489,Europe/Paris,1
SMX,"",Sainte-Maxime,"",43.315215,6.633220,Europe/Paris,1
CAA,"",Charleroi - Airport,"",50.470350,4.471349,Europe/Brussels,1
SGS,"",Sitges,"",41.238822,1.809337,Europe/Madrid,1
ROZ,"",Rouen - Zénith Parc Expo,"",49.392075,1.058798,Europe/Paris,1
AOS,"",Aosta,"",45.735249,7.324412,Europe/Rome,1
PDG,"",Port Grimaud,"",43.275377,6.578922,Europe/Paris,1
LON,"",Lorient Lanester,"",47.777878,-3.342159,Europe/Paris,1
QUE,"",Quimper Est (Le Rouillen),"",47.999198,-4.052045,Europe/Paris,1
CAG,"",Calais - Port,"",50.973154,1.878032,Europe/Paris,1
PSL,"",Polley Secured Lorry Park,"",50.941216,1.945569,Europe/Paris,1
PDL,"",Paris - Pont de Levallois,Access: Metro 3: Our stop is 1 min walk from the terminus of line 3 (Pont de Levallois - Bécon).,48.897742,2.281255,Europe/Paris,1
SVA,"",Savona,"",44.306934,8.471498,Europe/Rome,1
MLF,"",Marseille - Fourragère,"",43.304087,5.423501,Europe/Paris,1
GIR,"",Girona - Costa Brava Airport," Information:During the day, the stop is at the bus station on level -1. At night, you will have to go outside ",41.979044,2.815450,Europe/Madrid,1
BAS,"",Barèges,"",42.896211,0.062642,Europe/Paris,1
LBD,"",Le Bourg d'Oisans,"",45.058508,6.028597,Europe/Paris,1
LSS,"",Luz-Saint-Sauveur,"",42.873332,-0.002436,Europe/Paris,1
LSA,"",La Salle les Alpes,"",44.946106,6.560233,Europe/Paris,1
TRC,"",Tourcoing,"",50.721390,3.163059,Europe/Paris,1
LGV,"",La Grave,"",45.046083,6.307333,Europe/Paris,1
ZAG,"",Zagreb - Bus Station,"Departures are from platform 505. On the display screen, your bus is called Comuto Pro",45.803417,15.992278,Europe/Zagreb,1
SRO,"",Sanremo - Bus Stop,"",43.814230,7.771806,Europe/Rome,1
AMC,"",Amiens - Campus (Salouël),"",49.874368,2.265054,Europe/Paris,1
XBK,"",Berck-sur-Mer,"",50.408060,1.568589,Europe/Paris,1
LPY,"",La Palmyre,"",45.689766,-1.176762,Europe/Paris,1
PET,"",Pornichet,Bus Station,47.260833,-2.335360,Europe/Paris,1
VBB,"",Vieux-Boucau-les Bains,"",43.789530,-1.400847,Europe/Paris,1
MEM,"",Moliets-et-Maa,"",43.848734,-1.358110,Europe/Paris,1
POR,"",Porto - TIC Campanhã,"",41.151862,-8.582442,Europe/Lisbon,1
ABR,"",Braga,"",41.556130,-8.425170,Europe/Lisbon,1
ROM,"",Rome - Tiburtina,"",41.909530,12.528271,Europe/Rome,1
VRN,"",Verona - Bus Stop,"",45.430902,10.977553,Europe/Rome,1
TST,"",Trieste,"",45.657031,13.770933,Europe/Rome,1
AQU,"",L'Aquila,"",42.360447,13.377318,Europe/Rome,1
TER,"",Teramo - Piazza San Francesco,"",42.660472,13.706954,Europe/Rome,1
TPG,"",Teramo - Piazza Garibaldi,"",42.661585,13.698357,Europe/Rome,1
GRA,"",Granville,"",48.838235,-1.587746,Europe/Paris,1
CTC,"",Coutances,"",49.043423,-1.441394,Europe/Paris,1
BYX,"",Bayeux,"",49.269814,-0.697742,Europe/Paris,1
ACP,"",Amiens - Salouël Campus,"",49.874453,2.264734,Europe/Paris,1
CRM,"",Courmayeur,"",45.791332,6.970461,Europe/Paris,1
XDI,"",Dijon,Slot 17,47.324051,5.027794,Europe/Paris,1
XAU,"",Auray,North car park footbridge,47.680947,-2.999566,Europe/Paris,1
CCN,"",Concarneau,"",47.873996,-3.917876,Europe/Paris,1
LBY,"",La Baule,"",47.288383,-2.391656,Europe/Paris,1
CRN,"",Carnac,"",47.000000,-3.000000,Europe/Paris,1
QON,"",Quiberon,"",47.485969,-3.119067,Europe/Paris,1
RSY,"",La Roche-sur-Yon,"",46.673121,-1.435259,Europe/Paris,1
PRC,"",Pornic,"",47.114349,-2.097952,Europe/Paris,1
AST,"",Santander,"",43.459518,-3.809680,Europe/Paris,1
AOV,"",Oviedo,"",43.369175,-5.850884,Europe/Paris,1
ALC,"",A Coruña,"",43.353256,-8.405308,Europe/Paris,1
ASA,"",Santiago de Compostela - Bus Station,"",42.869917,-8.544112,Europe/Paris,1
AVG,"",Vigo - Bus Station,"",42.234620,-8.713703,Europe/Paris,1
ABS,"",Valencia - Bus Station,Platform 41,39.480533,-0.387409,Europe/Madrid,1
ACX,"",Zaragoza,"",41.659501,-0.911349,Europe/Madrid,1
LJU,"",Ljubljana,Platform 21 / 22,46.057840,14.511436,Europe/Ljubljana,1
ARR,"",Arras,"",50.297778,2.779558,Europe/Paris,1
ABT,"",Alicante,Alicante's Bus Station,38.337611,-0.491490,Europe/Paris,1
ARL,"",Arles,"",43.673411,4.625296,Europe/Paris,1
MIR,"",Mirandela,"",41.481265,-7.180843,Europe/Lisbon,1
AVR,"",Vila Real,"",41.299746,-7.749872,Europe/Lisbon,1
AAM,"",Amarante,"",41.266060,-8.072211,Europe/Lisbon,1
SEL,"",Basel,"",47.546101,7.589041,Europe/Zurich,1
ZRC,"",Zürich,"",47.381190,8.537474,Europe/Zurich,1
XCC,"",Le Cannet,"",43.570898,7.014582,Europe/Paris,1
XLB,"",Le Barcarès,"",42.789048,3.035265,Europe/Paris,1
XMF,"",Montbéliard,"",47.508948,6.801954,Europe/Paris,1
ABW,"",Benidorm - Bus Station,Platform 27,38.550283,-0.125306,Europe/Madrid,1
ABZ,"",Castellon,"",39.988933,-0.051424,Europe/Madrid,1
AVA,"",Valladolid,"The Valladolid bus station is open from 05:30 to 23:30 Monday to Friday, and from 05:30 to 00:30 on Saturdays, Sundays and public holidays. Outside these hours, buses stop outside the station.",41.641141,-4.732084,Europe/Madrid,1
GRN,"",Groningen,"",53.211663,6.566262,Europe/Amsterdam,1
LGM,"",La Grande-Motte,"",43.563196,4.091657,Europe/Paris,1
AAY,"",La Spezia,"",44.113780,9.847470,Europe/Rome,1
NCS,"",Narbonne - Bus Station,"",43.187853,3.003274,Europe/Paris,1
NCC,"",Nice Vauban - Bus Station,"",43.708480,7.285966,Europe/Paris,1
ARK,"",Milan Bergamo - Airport,"",45.665750,9.697250,Europe/Rome,1
CAH,"",Cahors,"",44.451242,1.438392,Europe/Paris,1
XCX,"",Carhaix-Plouguer Festival,"",48.280116,-3.561474,Europe/Paris,1
EFS,"",Sermamagny - Festival Eurockéennes,"",47.683746,6.814108,Europe/Paris,1
GAM,"",Garorock - Marmande,"",44.502610,0.168189,Europe/Paris,1
CLI,"",Clisson - Hellfest,"",47.110840,-1.293335,Europe/Paris,1
SLZ,"",Salzburg P&R South,"",47.769222,13.070997,Europe/Vienna,1
AUG,"",Augsburg - Biberbachstrasse Bus Station,"",48.401680,10.876999,Europe/Berlin,1
LEL,"",Legoland Deutschland,"",48.425696,10.299955,Europe/Berlin,1
BSV,"",Bratislava,"ATTENTION from Monday, October 13 inclusive : Service 30499 Platform No. 3 & Service 30498 Platform No. 11",48.146782,17.128777,Europe/Bratislava,1
VIE,"",Vienna - Bus Station,Platform No. 2,48.190755,16.414215,Europe/Vienna,1
PIL,"",Pilsen - Husova Central Bus Station,"",49.746331,13.362978,Europe/Prague,1
PRF,"",Prague - Florenc Main Bus Terminal,"",50.089361,14.440614,Europe/Prague,1
ANJ,"",Andújar,"",38.039498,-4.045471,Europe/Madrid,1
EJC,"",Écija,"",37.532029,-5.084887,Europe/Madrid,1
TOS,"",Tordesillas,"",41.502856,-5.004616,Europe/Madrid,1
AVL,"",Ávila,"",40.659085,-4.682273,Europe/Madrid,1
SQT,"",Saint-Quentin,"",49.840454,3.297612,Europe/Paris,1
HEI,"",Heidelberg,"",49.406122,8.673125,Europe/Berlin,1
WUP,"",Wuppertal,"",51.275225,7.223761,Europe/Berlin,1
HAN,"",Hanover,"",52.378947,9.741248,Europe/Berlin,1
GYR,"",Győr,"",47.681384,17.636523,Europe/Budapest,1
BIL,"",Bielefeld,"",51.997884,8.499594,Europe/Berlin,1
KOB,"",Koblenz,"",50.349269,7.589904,Europe/Berlin,1
NAS,"",Naples - Bus Station,"",40.851143,14.274977,Europe/Rome,1
DIF,"",Differdange,"",49.520709,5.899611,Europe/Luxembourg,1
MMN,"",Montemor-o-Novo,"",38.648837,-8.211316,Europe/Lisbon,1
TOL,"",Toledo,"",39.865422,-4.020036,Europe/Madrid,1
STB,"",Setúbal,"",38.525805,-8.889506,Europe/Lisbon,1
ELV,"",Elvas,"",38.878125,-7.168441,Europe/Lisbon,1
SIN,"",Sintra,"",38.802412,-9.377117,Europe/Lisbon,1
CAS,"",Cascais,"",38.737521,-9.394960,Europe/Lisbon,1
BUD,"",Budapest - Népliget,Platform 5,47.474982,19.098993,Europe/Budapest,1
BIA,"",Bastia,"",42.702463,9.451531,Europe/Paris,1
CIO,"",Ajaccio,"",41.922809,8.739658,Europe/Paris,1
LVI,"",Calvi,"",42.565715,8.756045,Europe/Paris,1
BIO,"",Bonifacio,"",41.389322,9.165334,Europe/Paris,1
PVC,"",Porto-Vecchio,"",41.591990,9.283839,Europe/Paris,1
GAP,"",Gap,"Your bus stop is in front of SNCF train station, Platform n°3",44.563309,6.085823,Europe/Paris,1
MGE,"",Montdauphin - Guillestre,"",44.674680,6.615902,Europe/Paris,1
SIS,"",Sisteron,"",44.190297,5.946206,Europe/Paris,1
MAQ,"",Manosque,"",43.823244,5.793073,Europe/Paris,1
RDZ,"",Rodez,"",44.362346,2.582118,Europe/Paris,1
LBI,"",Albi,"",43.917115,2.117423,Europe/Paris,1
NEM,"",Nemours,"",48.267886,2.685989,Europe/Paris,1
ARP,"",Arpajon,"",48.586521,2.245413,Europe/Paris,1
LEI,"",Leipzig,"",51.345205,12.385022,Europe/Berlin,1
AAL,"",Algeciras,"",36.129830,-5.441387,Europe/Madrid,1
ACC,"",Badajoz,"",38.866574,-6.974121,Europe/Madrid,1
CHS,"",Charleroi - Sud,"",50.403762,4.437956,Europe/Brussels,1
BUK,"",Budapest - Kelenföld,Platform 1,47.463490,19.022745,Europe/Budapest,1
ABA,"",Bailen,"",38.092045,-3.777185,Europe/Madrid,1
ABU,"",Burgos,"",42.338250,-3.701233,Europe/Madrid,1
ACA,"",Caceres,"",39.460173,-6.382434,Europe/Madrid,1
AGR,"",Ciudad Rodrigo,"",40.601641,-6.531847,Europe/Madrid,1
AHU,"",Huelva,"",37.257467,-6.957569,Europe/Madrid,1
AML,"",Malaga,"",36.712184,-4.434517,Europe/Madrid,1
AME,"",Merida,"",38.914714,-6.357817,Europe/Madrid,1
ASN,"",Salamanca,"",40.970416,-5.674880,Europe/Madrid,1
ASE,"",Sevilla Plaza de Armas,"",37.391871,-6.003953,Europe/Madrid,1
VTR,"",Vitoria,"",42.859118,-2.684330,Europe/Madrid,1
ALN,"",A Cañiza,"",42.213940,-8.272517,Europe/Madrid,1
ARU,"",A Rúa,"",42.392760,-7.113284,Europe/Madrid,1
ABX,"",Almuradiel,"",38.510204,-3.498030,Europe/Madrid,1
AAS,"",Astorga,"",42.458737,-6.056159,Europe/Madrid,1
BAZ,"",Baza,"",37.492022,-2.775357,Europe/Madrid,1
ABE,"",Benavente,"",41.998825,-5.676734,Europe/Madrid,1
CVI,"",Collado Villalba,"",40.633367,-4.005110,Europe/Madrid,1
GDN,"",Granada,"",37.199570,-3.614073,Europe/Madrid,1
GUA,"",Guadix,"",37.299888,-3.128036,Europe/Madrid,1
AGD,"",Gudina,"",42.059714,-7.131193,Europe/Madrid,1
LTB,"",Antwerp - Luchtbal,"",51.263169,4.418152,Europe/Brussels,1
AJA,"",Jaen,"",37.771232,-3.787113,Europe/Madrid,1
ACB,"",La Línea de la Concepción - Bus Station,"",36.157970,-5.349993,Europe/Madrid,1
AEL,"",León,"",42.593449,-5.579197,Europe/Madrid,1
LRM,"",Lerma,"",42.024616,-3.764318,Europe/Madrid,1
XLL,"",Lloret de Mar,"",41.700923,2.842141,Europe/Madrid,1
LCA,"",Lorca,"",37.671233,-1.697017,Europe/Madrid,1
SOK,"",Siófok,"",46.907891,18.055412,Europe/Budapest,1
MDM,"",Madrid - Avénida de America,"",40.438469,-3.675941,Europe/Madrid,1
AMA,"",Marbella,"",36.519545,-4.892542,Europe/Madrid,1
AMO,"",Monforte de Lemos,"",42.526915,-7.508303,Europe/Madrid,1
AMR,"",Motril,"",36.741338,-3.511563,Europe/Madrid,1
APC,"",Palencia,"",42.016287,-4.538219,Europe/Madrid,1
ZAM,"",Zamora,"",41.513936,-5.739048,Europe/Madrid,1
AOR,"",Ourense,"",42.352410,-7.879200,Europe/Madrid,1
PPE,"",Pamplona,"",42.811834,-1.645487,Europe/Madrid,1
APA,"",Plasencia,"",40.254897,-5.691740,Europe/Madrid,1
APF,"",Ponferrada,"",42.553078,-6.601418,Europe/Madrid,1
APN,"",Pontevedra,"",42.421108,-8.637263,Europe/Madrid,1
APS,"",Puebla de Sanabria,"",42.060820,-6.639897,Europe/Madrid,1
BRT,"",Abrantes,"",39.462967,-8.197545,Europe/Lisbon,1
MST,"",Maastricht,"",50.852501,5.705737,Europe/Amsterdam,1
AGB,"",Albergaria,"",40.689469,-8.475466,Europe/Lisbon,1
ALU,"",Albufeira,"",37.091650,-8.255178,Europe/Lisbon,1
AAR,"",Arcos,"",41.849676,-8.423100,Europe/Lisbon,1
AVE,"",Aveiro,Platform n°11,40.644037,-8.639200,Europe/Lisbon,1
BRA,"",Bragança,"",41.808166,-6.760525,Europe/Lisbon,1
CSO,"",Castelo Branco,"",39.818722,-7.489639,Europe/Lisbon,1
CDE,"",Celorico da Beira,"",40.626588,-7.401443,Europe/Lisbon,1
ACH,"",Chaves,"",41.745634,-7.468554,Europe/Lisbon,1
ACO,"",Coimbra,"",40.220705,-8.439670,Europe/Lisbon,1
CVA,"",Covilha,"",40.273824,-7.497704,Europe/Lisbon,1
AFA,"",Faro,"Stop located on the Abu São Ibn Harune promenade, behind the Próximo bus terminal, at the bus parking level.",37.016853,-7.938175,Europe/Lisbon,1
AFT,"",Fatima,"",39.627693,-8.670589,Europe/Lisbon,1
FNO,"",Fundao,"",40.140882,-7.497869,Europe/Lisbon,1
AGA,"",Guarda,"",40.534367,-7.263578,Europe/Lisbon,1
PAT,"",Porto - Airport,"",41.235425,-8.669634,Europe/Lisbon,1
AGU,"",Guimarães,"",41.416085,-8.291641,Europe/Lisbon,1
ALA,"",Lagos,Lagos Bus Terminal – Platform No. 4,37.107739,-8.676114,Europe/Lisbon,1
ALR,"",Leiria,Bus Stop,39.750198,-8.807529,Europe/Lisbon,1
MAC,"",Macedo,"",41.533634,-6.968063,Europe/Lisbon,1
MEO,"",Melgaço,"",42.111708,-8.257236,Europe/Lisbon,1
MOO,"",Monção,"",42.076557,-8.489251,Europe/Lisbon,1
POM,"",Pombal,"",39.916245,-8.630946,Europe/Lisbon,1
APL,"",Ponte de Lima,Platform n°22,41.759944,-8.579915,Europe/Lisbon,1
APO,"",Portimao,"",37.148554,-8.536107,Europe/Lisbon,1
XPT,"",Porto Campo 24 Agosto,"",41.149080,-8.599911,Europe/Lisbon,1
APR,"",Porto Casa da Música,"",41.161072,-8.629643,Europe/Lisbon,1
SMF,"",Santa Maria Da Feira,"",40.925623,-8.560714,Europe/Lisbon,1
STM,"",Santarem,"",39.236210,-8.687715,Europe/Lisbon,1
XTN,"",Torres Novas,"",39.478365,-8.536261,Europe/Lisbon,1
VDC,"",Viana do Castelo,"",41.694108,-8.833171,Europe/Lisbon,1
VNG,"",Vila Nova de Gaia,"",41.127371,-8.605276,Europe/Lisbon,1
AVO,"",Vila Pouca,"",41.502011,-7.641144,Europe/Lisbon,1
VLF,"",Vilar Formoso,"",40.607391,-6.826986,Europe/Lisbon,1
AVS,"",Viseu,"",40.661416,-7.915974,Europe/Lisbon,1
ADA,"",Faro Airport - Parking P5,Stop located in the P5 - Parking Bus,37.022214,-7.968608,Europe/Lisbon,1
TIA,"",Tavira,"",37.127026,-7.652666,Europe/Lisbon,1
XCH,"",Chartres,"",48.446440,1.482839,Europe/Paris,1
BEP,"",Bellegarde - Vouvray,"",46.115322,5.794642,Europe/Paris,1
VES,"",Valognes,"",49.510718,-1.477280,Europe/Paris,1
XBB,"",Bourg-en-Bresse,"",46.199344,5.215359,Europe/Paris,1
XGS,"",Givors (Lyon Sud),"The stop is located opposite the charging stations, at the blue ""Rive de Gier, St Etienne"" freeway sign.",45.590260,4.770591,Europe/Paris,1
BNE,"",Bern,"",46.963875,7.434011,Europe/Zurich,1
FBG,"",Fribourg,"",46.817771,7.157144,Europe/Zurich,1
VAA,"",Valença,Platform 1&2,42.022503,-8.642618,Europe/Lisbon,1
SCQ,"",Santiago de Compostela - Airport,"",42.892814,-8.421718,Europe/Madrid,1
VGO,"",Vigo - Airport,"",42.225976,-8.632918,Europe/Madrid,1
ALB,"",Albacete,"",38.998514,-1.847590,Europe/Madrid,1
CRT,"",Carentan-les-Marais,"",49.302355,-1.244438,Europe/Paris,1
XBL,"",Blois,"",47.614118,1.323893,Europe/Paris,1
BRN,"",Brussels - North Train Station,"The stop is located on boulevard Albert II, Zone A",50.861855,4.358507,Europe/Brussels,1
LAE,"",Labenne,"",43.587477,-1.429311,Europe/Paris,1
ONS,"",Ondres-Océan,"",43.563623,-1.445952,Europe/Paris,1
LUC,"",Lucerne,"",47.049548,8.313938,Europe/Zurich,1
AVF,"",to delete VF,"",40.607391,-6.826986,Europe/Lisbon,1
XLN,"",Lannion,Kermaria bus station,48.726772,-3.455856,Europe/Paris,1
SSJ,"",Sevilla Santa Justa,"",37.391873,-5.976278,Europe/Madrid,1
TAS,"",Tarnos,"",43.522672,-1.462530,Europe/Paris,1
PGC,"",Perros-Guirec,"",48.807630,-3.441578,Europe/Paris,1
PAL,"",Paimpol,SNCF train station bus stop,48.777234,-3.046423,Europe/Paris,1
LPV,"",Le Puy-en-Velay,Your boarding platform is no. 4,45.044114,3.893895,Europe/Paris,1
MCS,"",Málaga - Airport T3 Bus Station,"",36.679188,-4.493210,Europe/Madrid,1
DOU,"",Dour Festival,"",50.412679,3.762169,Europe/Brussels,1
SAM,"",Marseille - Saint Antoine,"",43.369570,5.356927,Europe/Paris,1
TRE,"",Tréguier,"",48.777932,-3.238814,Europe/Paris,1
VIL,"",Villach,Platform H-F1,46.617836,13.847867,Europe/Vienna,1
SNV,"",Saumur - North,"",47.305242,-0.035117,Europe/Paris,1
REG,"",Regensburg,"",49.012503,12.097587,Europe/Berlin,1
KAS,"",Kassel,"",51.312310,9.448113,Europe/Berlin,1
BLD,"",Bled,"",46.371240,14.106842,Europe/Ljubljana,1
GRZ,"",Graz,"",47.036526,15.409882,Europe/Vienna,1
MAO,"",Maribor,"",46.559223,15.655115,Europe/Ljubljana,1
ZUA,"",Zurich Airport,"",47.450221,8.563724,Europe/Zurich,1
BRO,"",BRNO,"",49.193858,16.614391,Europe/Prague,1
